Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Labels,Description,ID Historia,Épica (área),Prioridad calculada,Severidad calculada,Tareas técnicas,Octubre
[H-EMB-15] Ver retención y LTV con un año de cobros,Story,High,historia,embudos-y-lanzamientos,p1,sev-alta,,,"*Historia:* Como founder, quiero ver compras repetidas, retención y LTV calculados con los cobros del último año, para saber cuánto vale un cliente a lo largo del tiempo y cuánto puedo pagar por conseguirlo.

*Criterios de aceptación:*
* Probado con una cuenta real de Whop o Commas y el resultado quedó anotado: los números de retención y LTV coinciden con un cálculo a mano sobre los cobros del proveedor.
* Dado un negocio que acaba de conectar Whop o Commas, el cálculo incluye los cobros de los 365 días anteriores (traídos del proveedor), no sólo los que llegaron desde la conexión.
* Dados cobros en monedas distintas, no se suman como si fueran la misma.

*Tareas técnicas (PENDIENTES.md):*
* [EMBUDOS-PAGOS-VERIFICAR] Verificar el mapeo de Whop y Commas contra eventos reales (P1)
* [EMBUDOS-PAGOS-BACKFILL] Backfill de pagos por API (P3)
* [EMBUDOS-MONEDAS] Montos de distintas monedas se suman (P2)
* [EMBUDOS-CUENTAS-REALES] Conectar las cuentas y correr la verificación 🔴 (P1)

Funcionalidad: F-EMB-15 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-EMB-15]",H-EMB-15,Embudos y Lanzamientos,P1,Alta,EMBUDOS-PAGOS-VERIFICAR EMBUDOS-PAGOS-BACKFILL EMBUDOS-MONEDAS EMBUDOS-CUENTAS-REALES,
[H-EMB-17] Ver en el embudo cómo rinde el VSL de VTurb,Story,High,historia,embudos-y-lanzamientos,p1,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero conectar VTurb y ver en el embudo las visitas, reproducciones, % visto, llegadas al pitch y clicks al botón de mi VSL, para saber en qué parte del video pierdo a la gente.

*Criterios de aceptación:*
* Probado con una cuenta real de VTurb y el resultado quedó anotado: los números del embudo coinciden con el panel de VTurb.
* Dado un video con el momento del pitch configurado, el paso ""llegó al pitch"" muestra un número en vez de quedar vacío.
* Si VTurb tarda o no responde, la página del embudo igual carga y esos pasos muestran ""sin datos"".

*Tareas técnicas (PENDIENTES.md):*
* [EMBUDOS-CUENTAS-REALES] Conectar las cuentas y correr la verificación 🔴 (P1)
* [EMBUDOS-VTURB-PITCH] Configurar el pitch time de los VSL en VTurb (P3)
* [EMBUDOS-TIMEOUTS] Clientes HTTP sin timeout (P2)

*Para confirmar:*
* Agustín: el momento del pitch ¿se configura sólo en VTurb o también se puede cargar en Limitless (como en WebinarJam)?

Funcionalidad: F-EMB-17 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-EMB-17]",H-EMB-17,Embudos y Lanzamientos,P1,Alta,EMBUDOS-CUENTAS-REALES EMBUDOS-VTURB-PITCH EMBUDOS-TIMEOUTS,
[H-EMB-18] Medir webinars de WebinarJam sin sincronizar a mano,Story,High,historia,embudos-y-lanzamientos,p1,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero conectar WebinarJam o EverWebinar y ver registrados, asistentes y quiénes se quedaron hasta la oferta, para saber cuánto convierte cada webinar.

*Criterios de aceptación:*
* Probado con una cuenta real de WebinarJam y el resultado quedó anotado: la clave está cargada, la conexión trae los webinars y cada webinar a usar tiene cargado el segundo del pitch.
* Sin tocar ningún botón, el conteo de registrantes de un embudo Webinar se actualiza varias veces por día, y el catálogo de webinars una vez por día.
* Sincronizar varias veces no duplica registrantes (aunque WebinarJam no mande el horario del webinar), y si se llega al tope de registrantes que se traen, queda avisado.

*Tareas técnicas (PENDIENTES.md):*
* [WEBINARJAM-API-KEY] Pedir la API key de WebinarJam 🔴 (P1)
* [EMBUDOS-SYNC-PROGRAMADO] Registrantes de WebinarJam y catálogos sólo se actualizan a mano (P1)
* [EMBUDOS-WJ-SCHEDULE-NULL] Registrantes duplicados si schedule viene vacío (P2)
* [EMBUDOS-CUENTAS-REALES] Conectar las cuentas y correr la verificación 🔴 (P1)

*Para confirmar:*
* Agustín: pedir la clave de WebinarJam es un trámite externo; confirmar que se hace.

Funcionalidad: F-EMB-18 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-EMB-18]",H-EMB-18,Embudos y Lanzamientos,P1,Alta,WEBINARJAM-API-KEY EMBUDOS-SYNC-PROGRAMADO EMBUDOS-WJ-SCHEDULE-NULL EMBUDOS-CUENTAS-REALES,
[H-EMB-19] Ver lo que atribuye Hyros en el embudo,Story,High,historia,embudos-y-lanzamientos,p1,sev-alta,,,"*Historia:* Como founder, quiero conectar Hyros, elegir modelo de atribución y cuentas publicitarias, y ver revenue y gasto atribuidos, opt-ins y visitantes, para medir el embudo con la atribución que ya uso.

*Criterios de aceptación:*
* Probado con una cuenta real de Hyros y el resultado quedó anotado: los números del embudo coinciden con el panel de Hyros para el mismo período y modelo.
* Si Hyros tarda o no responde, la página del embudo igual carga y esos pasos muestran ""sin datos"".
* Mientras no esté definido cómo se reparte por embudo, las cifras de Hyros aclaran que son de toda la organización.

*Tareas técnicas (PENDIENTES.md):*
* [EMBUDOS-CUENTAS-REALES] Conectar las cuentas y correr la verificación 🔴 (P1)
* [EMBUDOS-TIMEOUTS] Clientes HTTP sin timeout (P2)
* [EMBUDOS-MEDIDAS-POR-EMBUDO] Dinero y anuncios son de la org entera en todos los embudos (P1)

Funcionalidad: F-EMB-19 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-EMB-19]",H-EMB-19,Embudos y Lanzamientos,P1,Alta,EMBUDOS-CUENTAS-REALES EMBUDOS-TIMEOUTS EMBUDOS-MEDIDAS-POR-EMBUDO,
[H-FIN-05] Cargar gastos fijos con totales correctos,Story,High,historia,finanzas,p1,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero cargar, editar, pausar y borrar mis gastos fijos, mensuales o anuales, y ver totales que no mezclen monedas, para saber cuánto me cuesta operar.

*Criterios de aceptación:*
* Dados gastos en pesos y en dólares, los totales se muestran separados por moneda (o convertidos), o avisan que hay más de una moneda.
* Un miembro con Finanzas en ""Sin acceso"" o ""Ver"" no puede crear, editar ni borrar gastos, ni siquiera por fuera de la pantalla.

*Tareas técnicas (PENDIENTES.md):*
* [FIN-MONEDAS] Finanzas suma montos de monedas distintas [Finanzas] (P2)
* [PERMISOS-SERVER-ACTIONS/ops-fin-prod] Las actions y la RLS de estas áreas no miran el rol [transversal] (P1)

*Para confirmar:*
* Agustín: ¿alcanza con separar por moneda o hay que convertir? (si se convierte, de dónde sale la cotización).

Funcionalidad: F-FIN-05 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-FIN-05]",H-FIN-05,Finanzas,P1,Alta,FIN-MONEDAS PERMISOS-SERVER-ACTIONS/ops-fin-prod,
[H-FIN-06] Cargar suscripciones con totales correctos,Story,High,historia,finanzas,p1,sev-alta,,,"*Historia:* Como founder, quiero cargar, editar y borrar las herramientas pagas del negocio y ver su total sin mezclar monedas, para controlar cuánto gasto en suscripciones.

*Criterios de aceptación:*
* Dadas suscripciones en pesos y en dólares, el total se muestra separado por moneda (o convertido), o avisa que hay más de una moneda.
* Un miembro con Finanzas en ""Sin acceso"" o ""Ver"" no puede crear, editar ni borrar suscripciones, ni siquiera por fuera de la pantalla.

*Tareas técnicas (PENDIENTES.md):*
* [FIN-MONEDAS] Finanzas suma montos de monedas distintas [Finanzas] (P2)
* [PERMISOS-SERVER-ACTIONS/ops-fin-prod] Las actions y la RLS de estas áreas no miran el rol [transversal] (P1)

Funcionalidad: F-FIN-06 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-FIN-06]",H-FIN-06,Finanzas,P1,Alta,FIN-MONEDAS PERMISOS-SERVER-ACTIONS/ops-fin-prod,
[H-FIN-07] Definir la compensación del equipo y ver el gasto real del mes,Story,High,historia,finanzas,p1,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero definir el sueldo fijo y la comisión de cada miembro y ver el gasto de equipo del mes, para saber cuánto me cuesta el equipo con el mismo número que después voy a pagar.

*Criterios de aceptación:*
* Para cada tipo de comisión (por venta, por facturación, por upsell, por agenda, personalizada), el gasto de equipo del mes da lo mismo que la liquidación.
* La comisión por agenda de un setter cuenta sólo los turnos que agendó esa persona, no los de toda la empresa.
* Un miembro con Finanzas en ""Sin acceso"" no puede ver ni cambiar la compensación de nadie.

*Tareas técnicas (PENDIENTES.md):*
* [FIN-PAYROLL-BASES] La liquidación y ""Gastos de equipo"" calculan distinto [Finanzas] (P2)
* [PERMISOS-SERVER-ACTIONS/ops-fin-prod] Las actions y la RLS de estas áreas no miran el rol [transversal] (P1)

*Para confirmar:*
* Agustín: qué cuenta como facturación mensual para la comisión por facturación, y de dónde sale quién agendó cada turno (Calendly o GoHighLevel).

Funcionalidad: F-FIN-07 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-FIN-07]",H-FIN-07,Finanzas,P1,Alta,FIN-PAYROLL-BASES PERMISOS-SERVER-ACTIONS/ops-fin-prod,
[H-FIN-08] Calcular bien la liquidación del mes,Story,High,historia,finanzas,p1,sev-alta,,,"*Historia:* Como founder, quiero que la liquidación del mes de cada miembro calcule bien el fijo más la comisión según su tipo, para pagarle a cada uno lo que corresponde.

*Criterios de aceptación:*
* Dado un miembro con comisión personalizada, la liquidación muestra la comisión calculada y no cero.
* Una venta cerrada el último día del mes a la noche (hora de Argentina) cuenta en ese mes y no en el siguiente.
* La liquidación da lo mismo que el gasto de equipo del mes.
* Un miembro con Finanzas en ""Sin acceso"" no puede generar ni ver liquidaciones.

*Tareas técnicas (PENDIENTES.md):*
* [FIN-PAYROLL-BASES] La liquidación y ""Gastos de equipo"" calculan distinto [Finanzas] (P2)
* [FIN-MESES-UTC] La liquidación arma el mes en UTC [Finanzas] (P2)
* [PERMISOS-SERVER-ACTIONS/ops-fin-prod] Las actions y la RLS de estas áreas no miran el rol [transversal] (P1)

Funcionalidad: F-FIN-08 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-FIN-08]",H-FIN-08,Finanzas,P1,Alta,FIN-PAYROLL-BASES FIN-MESES-UTC PERMISOS-SERVER-ACTIONS/ops-fin-prod,
[H-IA-01] Chatear con el agente sin que se corte,Story,High,historia,agente-de-negocio-e-ia,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero chatear con el agente de negocio y ver la respuesta escribiéndose en vivo aunque la conversación sea larga o mi clave de Claude haya dejado de andar, para no quedarme sin respuesta en medio del trabajo.

*Criterios de aceptación:*
* Dada una organización con clave propia de Claude que Anthropic dejó de aceptar, cuando mando un mensaje en el agente, entonces recibo la respuesta igual (con la clave de Limitless) y la clave queda marcada como rechazada en Ajustes.
* Si el problema con la clave aparece cuando la respuesta ya empezó a escribirse, la respuesta no se duplica ni se vuelve a empezar.
* Dada una conversación muy larga, cuando mando un mensaje nuevo y falla el paso de resumir lo anterior, igual recibo la respuesta (tomando los últimos mensajes) en lugar de un error.
* Cuando termino el primer intercambio de una conversación nueva, la conversación queda con su título automático en el historial.

*Tareas técnicas (PENDIENTES.md):*
* [AGENTE-SIN-FALLBACK-CLAVE] (nuevo) El agente SSE no cae a la clave global (P1)
* [AGENTE-COMPACTION-FRAGIL] (nuevo) Si falla la compaction, falla el mensaje (P2)

*Para confirmar:*
* Martín: la fila también nombra el ahorro de costo por reutilizar contexto (AGENTE-CACHE-INEFECTIVO) y la protección contra textos maliciosos (AUDITORIA-ABIERTOS §3.6); los dejé fuera porque no cambian lo que ve el usuario en el chat (el segundo está en H-IA-13 y H-IA-10).

Funcionalidad: F-IA-01 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-01]",H-IA-01,Agente de negocio e IA,P1,Media,AGENTE-SIN-FALLBACK-CLAVE AGENTE-COMPACTION-FRAGIL,
[H-IA-03] Que el agente sólo muestre los datos que cada uno puede ver,Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,,,"*Historia:* Como founder, quiero que el agente consulte los datos reales de todos los módulos respetando los permisos de cada miembro y con la foto completa del negocio, para que cada uno obtenga respuestas correctas sin ver lo que no le corresponde.

*Criterios de aceptación:*
* Dado un miembro del equipo con acceso al agente pero sin acceso a Finanzas ni a Clientes, cuando le pregunta al agente por facturación o por clientes, entonces el agente no le da esos datos.
* Dado ese mismo miembro, las respuestas del agente no incluyen partes de conversaciones de otros usuarios de la organización.
* Dada una organización con leads y piezas de contenido cargadas, cuando le pido al agente el resumen del negocio, entonces incluye los datos de DMs/leads y de marketing (no aparecen vacíos).

*Tareas técnicas (PENDIENTES.md):*
* [PERMISOS-SERVER-ACTIONS/agente-ia] (parte IA) El agente lee todos los módulos sin mirar permisos (P1)
* [INTELIGENCIA-FUENTES-LEGACY] (nuevo) Inteligencia y reportes leen tablas legacy (P1)

Funcionalidad: F-IA-03 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-03]",H-IA-03,Agente de negocio e IA,P1,Alta,PERMISOS-SERVER-ACTIONS/agente-ia INTELIGENCIA-FUENTES-LEGACY,
[H-IA-10] Que el agente cree un SOP sólo cuando yo se lo pido,Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,,,"*Historia:* Como founder, quiero que el agente arme un SOP en borrador sólo cuando se lo pido en el chat, para que un texto de un tercero (un DM, una llamada, un documento) no pueda hacerle crear SOPs o tareas que nadie pidió.

*Criterios de aceptación:*
* Cuando le pido al agente en el chat que arme un SOP, se crea en borrador.
* Dado un documento de la base de conocimiento que contiene la instrucción escondida para crear un SOP, cuando lo consulto desde el agente, entonces no se crea ningún SOP.
* Dado un dato de un lead o de una llamada con instrucciones escondidas, cuando el agente lo lee, entonces no crea ni modifica tareas del tablero por su cuenta.

*Tareas técnicas (PENDIENTES.md):*
* [AUDITORIA-ABIERTOS §3.6] Prompt injection: huecos restantes del área (P1)

Funcionalidad: F-IA-10 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-10]",H-IA-10,Agente de negocio e IA,P1,Alta,AUDITORIA-ABIERTOS §3.6,
"[H-IA-13] Respuestas con el contexto del negocio, seguras y sin mezclar usuarios",Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,,,"*Historia:* Como founder, quiero que el agente responda usando los datos de mi organización, los documentos cargados y el cerebro global de Limitless sin que textos de terceros lo manipulen ni se mezclen conversaciones de otros usuarios, para confiar en lo que me dice.

*Criterios de aceptación:*
* Dado un documento o dato con texto que intenta darle órdenes al agente, cuando el agente lo usa como contexto, entonces lo trata como información y no como instrucción (no cambia su respuesta ni hace acciones por eso).
* Dado un miembro del equipo, cuando pregunta algo, entonces el contexto que usa el agente no incluye fragmentos de conversaciones de otros usuarios de la organización.
* Dado un miembro sin acceso a Finanzas o Clientes, el agente no le trae datos de esos módulos como contexto.

*Tareas técnicas (PENDIENTES.md):*
* [AUDITORIA-ABIERTOS §3.6] Prompt injection: huecos restantes del área (P1)
* [PERMISOS-SERVER-ACTIONS/agente-ia] (parte IA) El agente lee todos los módulos sin mirar permisos (P1)

Funcionalidad: F-IA-13 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-13]",H-IA-13,Agente de negocio e IA,P1,Alta,AUDITORIA-ABIERTOS §3.6 PERMISOS-SERVER-ACTIONS/agente-ia,
[H-IA-18] Recibir el informe de inteligencia completo y a tiempo,Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero que el informe de inteligencia que se genera dos veces por día use todos los datos reales del negocio y no falle ni salga repetido, para decidir con una foto confiable.

*Criterios de aceptación:*
* Dada una organización con leads y piezas de contenido, cuando se genera el informe, entonces en Inteligencia y en el Área del fundador aparecen datos de DMs/leads y de marketing (no vacíos).
* Si la generación falla por un error momentáneo de la IA, el sistema lo reintenta solo y el informe aparece igual.
* Un reintento no deja dos informes iguales del mismo momento.
* Las organizaciones dadas de baja no generan informes.

*Tareas técnicas (PENDIENTES.md):*
* [INTELIGENCIA-FUENTES-LEGACY] (nuevo) Inteligencia y reportes leen tablas legacy (P1)
* [INTELIGENCIA-SIN-REINTENTO] (nuevo) Snapshot y tono no reintentan (P2)
* [REPORTES-DUPLICADOS] (nuevo) Reintentos duplican reportes y snapshots (P2)
* [CRONS-ORGS-INACTIVAS] (nuevo) Los crons de IA corren sobre orgs dadas de baja (P2)

*Para confirmar:*
* Agustín: cuánto tiempo guardar los informes viejos (hoy se guardan dos por día para siempre).

Funcionalidad: F-IA-18 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-18]",H-IA-18,Agente de negocio e IA,P1,Alta,INTELIGENCIA-FUENTES-LEGACY INTELIGENCIA-SIN-REINTENTO REPORTES-DUPLICADOS CRONS-ORGS-INACTIVAS,
[H-IA-19] Recibir un pulso diario que hable sólo del día,Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,,,"*Historia:* Como founder, quiero que el pulso diario de cada mañana resuma lo que pasó en el último día con todos los datos del negocio, para reaccionar a lo de hoy y no a problemas de hace dos semanas.

*Criterios de aceptación:*
* El pulso diario usa sólo los datos del último día (y el semanal los de la última semana), no los mismos 14 días.
* Dada una organización con leads y piezas de contenido, el pulso incluye datos de DMs/leads y de marketing.
* Se leyeron 3 a 5 pulsos reales contra lo que pasó ese día y el resultado quedó anotado; si inflaban riesgos, se corrigió.

*Tareas técnicas (PENDIENTES.md):*
* [REPORTES-PULSO-DIARIO] Revisar la salida real del pulso diario (P1)
* [REPORTES-VENTANA-FIJA] (nuevo) El pulso diario y el semanal usan la misma ventana de 14 días (P2)
* [INTELIGENCIA-FUENTES-LEGACY] (nuevo) Inteligencia y reportes leen tablas legacy (P1)

Funcionalidad: F-IA-19 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-19]",H-IA-19,Agente de negocio e IA,P1,Alta,REPORTES-PULSO-DIARIO REPORTES-VENTANA-FIJA INTELIGENCIA-FUENTES-LEGACY,
[H-IA-20] Recibir el reporte semanal con la semana correcta,Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,,,"*Historia:* Como founder, quiero que el reporte ejecutivo de cada lunes hable de la semana que terminó, con todos los datos del negocio y sin repetidos, para revisar la semana con información correcta.

*Criterios de aceptación:*
* Dado el reporte que se genera un lunes, cuando lo abro, entonces el título dice las fechas de la semana anterior (lunes a domingo que ya pasaron).
* Dada una organización con leads y piezas de contenido, el reporte incluye datos de DMs/leads y de marketing.
* Si la generación se reintenta, queda un solo reporte para esa semana.

*Tareas técnicas (PENDIENTES.md):*
* [REPORTES-SEMANA-ETIQUETA] (nuevo) El semanal se etiqueta con la semana que empieza (P2)
* [INTELIGENCIA-FUENTES-LEGACY] (nuevo) Inteligencia y reportes leen tablas legacy (P1)
* [REPORTES-DUPLICADOS] (nuevo) Reintentos duplican reportes y snapshots (P2)

Funcionalidad: F-IA-20 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-20]",H-IA-20,Agente de negocio e IA,P1,Alta,REPORTES-SEMANA-ETIQUETA INTELIGENCIA-FUENTES-LEGACY REPORTES-DUPLICADOS,
[H-IA-21] Recibir el reporte mensual del mes que cerró,Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,,,"*Historia:* Como founder, quiero recibir el día 1 un reporte ejecutivo del mes que acaba de terminar, para ver cómo fue el mes completo.

*Criterios de aceptación:*
* Dado el día 1 de un mes, cuando se genera el reporte mensual, entonces está titulado con el mes anterior y resume los reportes semanales de ese mes.
* El reporte aparece en el historial de reportes ejecutivos (no se saltea en silencio).
* Dada una organización con leads y piezas de contenido, el reporte incluye datos de DMs/leads y de marketing.

*Tareas técnicas (PENDIENTES.md):*
* [REPORTES-MENSUAL-MES-EQUIVOCADO] (nuevo) El reporte mensual mira el mes que empieza (P1)
* [INTELIGENCIA-FUENTES-LEGACY] (nuevo) Inteligencia y reportes leen tablas legacy (P1)

Funcionalidad: F-IA-21 · No funciona · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-21]",H-IA-21,Agente de negocio e IA,P1,Alta,REPORTES-MENSUAL-MES-EQUIVOCADO INTELIGENCIA-FUENTES-LEGACY,
[H-IA-24] Que el agente escriba con el tono real del founder,Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,,,"*Historia:* Como founder, quiero que cada lunes el sistema aprenda cómo escribo a partir de todos mis textos reales, para que el agente me responda y redacte con mi tono.

*Criterios de aceptación:*
* Dado un founder con DMs y contenido cargados, cuando se analiza el tono, entonces el análisis tiene en cuenta esos textos (no sale vacío por falta de fuentes).
* Si el análisis falla por un error momentáneo, el sistema lo reintenta solo.
* Las organizaciones dadas de baja no se analizan.

*Tareas técnicas (PENDIENTES.md):*
* [INTELIGENCIA-FUENTES-LEGACY] (nuevo) Inteligencia y reportes leen tablas legacy (P1)
* [INTELIGENCIA-SIN-REINTENTO] (nuevo) Snapshot y tono no reintentan (P2)
* [CRONS-ORGS-INACTIVAS] (nuevo) Los crons de IA corren sobre orgs dadas de baja (P2)

Funcionalidad: F-IA-24 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-24]",H-IA-24,Agente de negocio e IA,P1,Alta,INTELIGENCIA-FUENTES-LEGACY INTELIGENCIA-SIN-REINTENTO CRONS-ORGS-INACTIVAS,
[H-IA-27] Ver el costo real de la IA por organización,Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,,,"*Historia:* Como super admin de Limitless, quiero ver el costo de cada uso de IA por organización con precios correctos y sin usos que falten, para saber cuánto nos cuesta cada cliente.

*Criterios de aceptación:*
* El costo registrado de cada modelo coincide con el precio publicado por Anthropic.
* Los usos que hoy no se cuentan (indexado de documentos y resúmenes del cerebro global) aparecen en el registro de costos.
* El trabajo de plataforma (cerebro global) queda registrado a nombre de Limitless, no de una organización cliente.

*Tareas técnicas (PENDIENTES.md):*
* [IA-COSTOS-INCOMPLETOS] (nuevo) Costos de IA subestimados (P2)
* [IA-CLAVE-DE-CLIENTE-EN-SUPERADMIN] (nuevo) Super-admin usa la clave de una org cliente (P1)

Funcionalidad: F-IA-27 · A medias · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-27]",H-IA-27,Agente de negocio e IA,P1,Alta,IA-COSTOS-INCOMPLETOS IA-CLAVE-DE-CLIENTE-EN-SUPERADMIN,
[H-IA-28] Cargar el cerebro global sin usar la clave de un cliente,Story,High,historia,agente-de-negocio-e-ia,p1,sev-alta,para-confirmar,,"*Historia:* Como super admin de Limitless, quiero cargar documentos al cerebro global y generar sus resúmenes usando sólo la clave de Limitless, para no usar ni cobrarle a un cliente trabajo que es de la plataforma.

*Criterios de aceptación:*
* Sin la clave de Limitless cargada, generar resúmenes del cerebro global muestra un error claro y no usa la clave de ninguna organización cliente.
* Con la clave de Limitless cargada, cada tanda de resúmenes deja registrado su costo a nombre de la plataforma.

*Tareas técnicas (PENDIENTES.md):*
* [IA-CLAVE-DE-CLIENTE-EN-SUPERADMIN] (nuevo) Super-admin usa la clave de una org cliente (P1)

*Para confirmar:*
* ---

Funcionalidad: F-IA-28 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-IA-28]",H-IA-28,Agente de negocio e IA,P1,Alta,IA-CLAVE-DE-CLIENTE-EN-SUPERADMIN,
[H-MKT-04] Comparar una publicación con el promedio de todo mi contenido,Story,High,historia,marketing,p1,sev-media,,,"*Historia:* Como founder, quiero abrir una publicación y ver sus números comparados con el promedio de todo mi contenido, para saber si le fue mejor o peor que de costumbre.

*Criterios de aceptación:*
* Dada una cuenta con más de 50 publicaciones, cuando abro el detalle de una, entonces el promedio con el que se compara se calcula sobre todo el contenido, no sólo sobre 50 piezas.
* Dado un usuario de un holding que cambió al negocio activo, cuando abre el detalle de una publicación de ese negocio, entonces la ve con sus números y la comparación de ese negocio.

*Tareas técnicas (PENDIENTES.md):*
* [MKT-CONTENT-LIMITE-50] La biblioteca muestra sólo 50 piezas (P2)
* [MKT-HOLDING-ORG] Contenido, Drive y Trial Reels ignoran el negocio activo del holding (P1)

Funcionalidad: F-MKT-04 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-04]",H-MKT-04,Marketing,P1,Media,MKT-CONTENT-LIMITE-50 MKT-HOLDING-ORG,
[H-MKT-05] Vincular el video de Drive a una publicación,Story,High,historia,marketing,p1,sev-media,,,"*Historia:* Como founder, quiero vincular el archivo original de Google Drive a cada publicación, para poder analizarla con IA y generar sus versiones de prueba.

*Criterios de aceptación:*
* Dado un usuario de un holding que cambió al negocio activo, cuando vincula un archivo de Drive a una publicación desde el detalle o desde Administrar, entonces queda vinculado a la publicación de ese negocio.
* Dado un miembro del equipo sin permiso de Marketing, cuando intenta usar el Drive del founder o vincular archivos por fuera de la pantalla, entonces recibe un error de permiso y no cambia nada.

*Tareas técnicas (PENDIENTES.md):*
* [MKT-HOLDING-ORG] Contenido, Drive y Trial Reels ignoran el negocio activo del holding (P1)
* [PERMISOS-SERVER-ACTIONS/marketing] (compartido) Drive del founder y desconexiones abiertas a cualquier miembro (P2)

Funcionalidad: F-MKT-05 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-05]",H-MKT-05,Marketing,P1,Media,MKT-HOLDING-ORG PERMISOS-SERVER-ACTIONS/marketing,
[H-MKT-07] Pedir el análisis con IA de una publicación,Story,High,historia,marketing,p1,sev-media,,,"*Historia:* Como founder, quiero pedir un análisis con IA de una publicación con video (transcripción, gancho, formato y llamado a la acción), para entender por qué funcionó o no.

*Criterios de aceptación:*
* Dado un usuario de un holding que cambió al negocio activo, cuando pide el análisis de una publicación de ese negocio, entonces el análisis se hace y queda guardado en esa publicación.
* Dado un founder de una empresa común con el video vinculado, cuando pide el análisis, entonces ve la transcripción, el tipo de gancho, el formato y el llamado a la acción en la solapa Análisis.

*Tareas técnicas (PENDIENTES.md):*
* [MKT-HOLDING-ORG] Contenido, Drive y Trial Reels ignoran el negocio activo del holding (P1)

Funcionalidad: F-MKT-07 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-07]",H-MKT-07,Marketing,P1,Media,MKT-HOLDING-ORG,
[H-MKT-09] Generar las cinco versiones de prueba de un reel,Story,High,historia,marketing,p1,sev-critica,,,"*Historia:* Como founder, quiero generar cinco versiones de prueba de un reel y previsualizarlas, para probar cuál funciona mejor sin editarlas yo.

*Criterios de aceptación:*
* Dado un usuario de un holding que cambió al negocio activo, cuando genera las versiones de un reel de ese negocio, entonces se generan a nombre de ese negocio.
* Si el servicio que arma los videos no está disponible, entonces el trabajo queda marcado como fallido con un mensaje, en vez de quedar ""pendiente"" para siempre.
* La clave interna que protege la generación de videos no aparece en ningún registro ni dirección, fue cambiada por una nueva, y un pedido con clave incorrecta se rechaza: nadie ajeno puede pedir videos de otra empresa.

*Tareas técnicas (PENDIENTES.md):*
* [TRIAL-SECRET-EN-URL] WORKER_AUTH_SECRET en la URL de QStash y en logs (P1)
* [MKT-HOLDING-ORG] Contenido, Drive y Trial Reels ignoran el negocio activo del holding (P1)
* [TRIAL-FALLBACK-ROTO] El fallback en la lambda no acepta jobs de Drive (P2)

Funcionalidad: F-MKT-09 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-MKT-09]",H-MKT-09,Marketing,P1,Crítica,TRIAL-SECRET-EN-URL MKT-HOLDING-ORG TRIAL-FALLBACK-ROTO,
