Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Description,ID Limitless,Área,Prioridad Limitless,Tipo Limitless
[CLIENT-HEALTH-LEGACY] El health score del super admin usa la tabla del inbox viejo (nuevo),Bug,Medium,plataforma,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{lib/super-admin/org-health.ts}} suma 25 pts si hay filas en {{conversations}}, vacía desde Zernio. Tampoco pagina (techo de 1000 filas, auditoría §3 confiabilidad 2).

*Qué hay que hacer:* redefinir las cuatro señales con fuentes vivas y contar en SQL.

*Dónde:* {{apps/web/lib/super-admin/org-health.ts}}, {{client-health.ts}}.

Fuente: PENDIENTES.md [CLIENT-HEALTH-LEGACY] · Doc del área: docs/areas/plataforma.md",CLIENT-HEALTH-LEGACY,Plataforma,P2,bug
[PERMISOS-LOG] console.log de permisos en cada render (nuevo),Task,Medium,plataforma,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{lib/auth/get-current-permissions.ts}} loguea userId, rol y mapa de módulos para todo member en cada request de plataforma.

*Qué hay que hacer:* borrar el log.

*Dónde:* {{apps/web/lib/auth/get-current-permissions.ts}}.

Fuente: PENDIENTES.md [PERMISOS-LOG] · Doc del área: docs/areas/plataforma.md",PERMISOS-LOG,Plataforma,P2,deuda técnica
[GLASS-TOKENS-PISADOS] globals.css pisa los tokens glass de tokens.css (nuevo),Bug,Medium,plataforma,p2,bug,verificacion-manual,,"*Tipo:* bug (visual) / verificación manual

*Estado verificado:* {{globals.css}} redefine {{--glass-bg: rgba(255,255,255,0.03)}}, {{--glass-border}}, {{--glass-blur}} en {{:root}} dentro de {{@layer base}}, emitido después de {{tokens.css}} y con igual especificidad que {{.dark}}. {{.glass}} usa {{var(--glass-bg)}}.

*Qué hay que hacer:* confirmar en DevTools; decidir qué valor es el buscado y dejar una sola declaración.

*Dónde:* {{apps/web/app/globals.css:114}}, {{packages/ui/src/styles/tokens.css}}.

Fuente: PENDIENTES.md [GLASS-TOKENS-PISADOS] · Doc del área: docs/areas/plataforma.md",GLASS-TOKENS-PISADOS,Plataforma,P2,bug (visual) / verificación manual
[UI-EMOJIS] Emojis en la UI contra la regla de Lucide (nuevo),Task,Medium,plataforma,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* 20 archivos en {{components/}} con emojis/símbolos en JSX o strings de UI (p. ej. {{sales/zernio-inbox-panel.tsx}} y {{zernio-side-panel.tsx}} ""🔥 Caliente"", {{sales/team-call-ranking.tsx}} medallas, {{settings/theme-selector.tsx}}, {{integrations/zernio-connect-modal.tsx}}, {{lanzamientos/launch-post-mortem-panel.tsx}}, varios ""✓"").

*Qué hay que hacer:* reemplazar por íconos Lucide; agregar regla de lint.

*Dónde:* {{apps/web/components/**}}.

Fuente: PENDIENTES.md [UI-EMOJIS] · Doc del área: docs/areas/plataforma.md",UI-EMOJIS,Plataforma,P2,deuda técnica
[NAV-PALETA-PERMISOS] La paleta ⌘K no filtra por permisos ni add-ons (nuevo),Bug,Medium,plataforma,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{components/navigation/command-palette.tsx}} usa {{platformNavigation}} estático.

*Qué hay que hacer:* construirla con {{buildPlatformSidebarNav(enabledAddOns)}} + {{canSeeNavItem}}.

*Dónde:* {{apps/web/components/navigation/command-palette.tsx}}, {{apps/web/routes/navigation.ts}}.

Fuente: PENDIENTES.md [NAV-PALETA-PERMISOS] · Doc del área: docs/areas/plataforma.md",NAV-PALETA-PERMISOS,Plataforma,P2,bug
[DIALOG-DOBLE-PADDING] Padding duplicado en los modales,Task,Medium,plataforma,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{packages/ui/src/primitives/dialog.tsx}} con {{p-6}} en content y {{px-6}} en header/footer.

*Qué hay que hacer:* decidir dónde vive el padding y recorrer los diálogos más usados.

*Dónde:* {{packages/ui/src/primitives/dialog.tsx}}.

Fuente: PENDIENTES.md [DIALOG-DOBLE-PADDING] · Doc del área: docs/areas/plataforma.md",DIALOG-DOBLE-PADDING,Plataforma,P2,deuda técnica
[UI-SIN-TESTS] packages/ui sin tests,Task,Medium,plataforma,p2,tests,,,"*Tipo:* tests

*Estado verificado:* {{packages/ui/package.json}} sin script {{test}}.

*Qué hay que hacer:* Vitest con {{parse-metric-value}} y {{metric-trend}}; fijar el caso ""+77%"" que pierde el signo.

*Dónde:* {{packages/ui/src/lib/}}.

Fuente: PENDIENTES.md [UI-SIN-TESTS] · Doc del área: docs/areas/plataforma.md",UI-SIN-TESTS,Plataforma,P2,tests
[DISCORD-PERMISOS] Configuración de Discord abierta a cualquier miembro,Bug,Medium,plataforma,p2,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* {{app/discord/actions.ts}} sólo exige {{requireOrganizationId()}}; RLS {{org_access}} sin rol.

*Qué hay que hacer:* cubrir con {{[PERMISOS-SERVER-ACTIONS]}} (módulo {{integrations}}, nivel {{full}}).

*Dónde:* {{apps/web/app/discord/actions.ts}}.

Fuente: PENDIENTES.md [DISCORD-PERMISOS] · Doc del área: docs/areas/plataforma.md",DISCORD-PERMISOS,Plataforma,P2,seguridad
"[DISCORD-PERFIL-SIN-PROBAR] Nombre y foto del bot por servidor, nunca contra Discord",Task,Medium,plataforma,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* sólo tests con fetch mockeado ({{lib/discord/__tests__/profile.test.ts}}).

*Qué hay que hacer:* bloque ""Perfil del bot"" de {{docs/operacion/verificacion-manual.md}} § Plataforma.

*Dónde:* {{/integrations/discord}}.

Fuente: PENDIENTES.md [DISCORD-PERFIL-SIN-PROBAR] · Doc del área: docs/areas/plataforma.md",DISCORD-PERFIL-SIN-PROBAR,Plataforma,P2,verificación manual
"[ONBOARDING-VERIFICAR] Gate, checklist, tours y panel de onboarding sin sesión real",Task,Medium,plataforma,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* construido y con tests puros; PENDIENTES [ONBOARDING] dice que falta navegador.

*Qué hay que hacer:* bloques de onboarding de {{docs/operacion/verificacion-manual.md}} § Plataforma.

*Dónde:* {{/onboarding}}, {{/dashboard}}, {{/super-admin/onboarding}}.

Fuente: PENDIENTES.md [ONBOARDING-VERIFICAR] · Doc del área: docs/areas/plataforma.md",ONBOARDING-VERIFICAR,Plataforma,P2,verificación manual
[NAV-1] Validar la notch nav con sesión real,Task,Medium,plataforma,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* sólo verificada con providers mockeados.

*Qué hay que hacer:* recorrer en preview: pill activo, dropdowns, switcher holding, badge de clientes, perfil, drawer mobile; medir islas a 1280px con Operaciones y Producto activos.

*Dónde:* {{components/navigation/notch-nav/}}.

Fuente: PENDIENTES.md [NAV-1] · Doc del área: docs/areas/plataforma.md",NAV-1,Plataforma,P2,verificación manual
"[SETTINGS-CLOSER-POR-NOMBRE] ""Mi Calendly"" depende del nombre del rol (nuevo)",Task,Medium,plataforma,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{lib/settings/initial-data.ts}} detecta closer por {{team_roles.name}} ILIKE closer.

*Qué hay que hacer:* usar {{profiles.is_closer}}/flag de multi-closer si existe, o un permiso explícito.

*Dónde:* {{apps/web/lib/settings/initial-data.ts}}.

Fuente: PENDIENTES.md [SETTINGS-CLOSER-POR-NOMBRE] · Doc del área: docs/areas/plataforma.md",SETTINGS-CLOSER-POR-NOMBRE,Plataforma,P2,deuda técnica
[INVITE-ROL-SIN-VALIDAR] customRoleId de invitación no se valida contra la org,Bug,Medium,plataforma,p2,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* {{inviteTeamMemberAction}} guarda {{custom_role_id: customRoleId}} sin chequear {{team_roles.organization_id}} (sólo founder puede llamarla).

*Qué hay que hacer:* validar pertenencia antes de insertar.

*Dónde:* {{apps/web/app/team/actions.ts:231}}.

Fuente: PENDIENTES.md [INVITE-ROL-SIN-VALIDAR] · Doc del área: docs/areas/plataforma.md",INVITE-ROL-SIN-VALIDAR,Plataforma,P2,seguridad
[ROL-MEMBER-SIN-CATALOGO] member no figura en el catálogo de roles (nuevo),Task,Medium,plataforma,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* invitados se crean con {{role = 'member'}}; no está en {{VALID_ROLES}} ({{lib/team/mapper.ts}}) ni en {{constants/roles.ts}}, que siguen listando {{operator}}/{{viewer}}/{{setter}} que ningún flujo crea.

*Qué hay que hacer:* reducir el catálogo a {{founder}}/{{member}} (+ {{admin}} si se usa) y documentar.

*Dónde:* {{apps/web/constants/roles.ts}}, {{apps/web/lib/team/mapper.ts}}, {{packages/types}}.

Fuente: PENDIENTES.md [ROL-MEMBER-SIN-CATALOGO] · Doc del área: docs/areas/plataforma.md",ROL-MEMBER-SIN-CATALOGO,Plataforma,P2,deuda técnica
"[TESTS-AUTH] Auth, holding y middleware sin tests (auditoría §3 salud 4)",Task,Medium,plataforma,p2,tests,,,"*Tipo:* tests

*Estado verificado:* sin {{__tests__}} para {{lib/auth/*}}, {{lib/holding/*}}, {{lib/rate-limit.ts}}, {{lib/supabase/middleware.ts}}.

*Qué hay que hacer:* extraer lo puro (decisiones de redirect, resolución de org efectiva) y testearlo.

*Dónde:* {{apps/web/lib/auth/}}, {{apps/web/lib/holding/}}.

Fuente: PENDIENTES.md [TESTS-AUTH] · Doc del área: docs/areas/plataforma.md",TESTS-AUTH,Plataforma,P2,tests
[DISCORD-BOT-SIN-TESTS] El bot no tiene tests (nuevo),Task,Medium,plataforma,p2,tests,,,"*Tipo:* tests

*Estado verificado:* {{apps/discord-bot/package.json}} sin script {{test}}; {{attribution.ts}}, {{testimonial-handler.ts}}, {{link-handler.ts}} sin cubrir.

*Qué hay que hacer:* Vitest para atribución, pre-filtro de testimonios y árbol de {{!vincular}}.

*Dónde:* {{apps/discord-bot/src/}}.

Fuente: PENDIENTES.md [DISCORD-BOT-SIN-TESTS] · Doc del área: docs/areas/plataforma.md",DISCORD-BOT-SIN-TESTS,Plataforma,P2,tests
[INTEGRACIONES-PLAYWRIGHT] E2E del tablero de Integraciones,Task,Medium,plataforma,p2,tests,,,"*Tipo:* tests

*Estado verificado:* sin spec en {{e2e/}}.

*Qué hay que hacer:* filtrar por ""requieren atención"", abrir detalle, volver.

*Dónde:* {{apps/web/e2e/}}.

Fuente: PENDIENTES.md [INTEGRACIONES-PLAYWRIGHT] · Doc del área: docs/areas/plataforma.md",INTEGRACIONES-PLAYWRIGHT,Plataforma,P2,tests
[INTEGRACIONES-VERIFICAR] Incidencias del tablero con datos reales,Task,Medium,plataforma,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* incidencias derivan de columnas mayormente vacías.

*Qué hay que hacer:* conectar VTurb/Hyros/WebinarJam con key inválida y ver que la tarjeta pase a ""Con error"" con texto accionable.

*Dónde:* {{/integrations}}.

Fuente: PENDIENTES.md [INTEGRACIONES-VERIFICAR] · Doc del área: docs/areas/plataforma.md",INTEGRACIONES-VERIFICAR,Plataforma,P2,verificación manual
[LAYOUT-CAJONES] Revisar cuatro cajones laterales tras el arreglo de transform,Task,Medium,plataforma,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* sin registro de verificación.

*Qué hay que hacer:* abrir retrospectiva de sprint, versiones de SOP, leads de UTM y llamadas del cliente.

*Dónde:* workboard, SOPs, UTMs, ficha de cliente.

Fuente: PENDIENTES.md [LAYOUT-CAJONES] · Doc del área: docs/areas/plataforma.md",LAYOUT-CAJONES,Plataforma,P2,verificación manual
[FICHA-LENTA] La ficha dispara ~15 server actions,Task,Medium,clientes,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{client-detail.tsx}} monta ~15 tarjetas que piden sus datos por separado (overview, recorrido, propuestas, 1-1, tareas, timeline, wins, Discord, campos, sub-clientes, facturación…). No hay action agregada como {{getClientsBoardAction}}.

*Qué hay que hacer:* esqueletos en las tarjetas que devuelven {{null}} mientras cargan; después una action única para la ficha.

*Dónde:* {{apps/web/components/clients/client-detail.tsx}} y sus tarjetas.

Fuente: PENDIENTES.md [FICHA-LENTA] · Doc del área: docs/areas/clientes.md",FICHA-LENTA,Clientes,P2,deuda técnica
[FASE-REFRESCO-CARO] Fijar la fase recarga la lista entera,Task,Medium,clientes,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{client-journey-section.tsx:207}} llama {{refreshClients()}} después de {{setClientManualStageAction}}.

*Qué hay que hacer:* update optimista del cliente en el provider o estado local, con el refresh por detrás.

*Dónde:* {{apps/web/components/clients/checkpoints/client-journey-section.tsx}}, {{apps/web/providers/platform-data-provider.tsx}}.

Fuente: PENDIENTES.md [FASE-REFRESCO-CARO] · Doc del área: docs/areas/clientes.md",FASE-REFRESCO-CARO,Clientes,P2,deuda técnica
[FICHA-CUSTOM-EN-LA-LISTA] La lista trae custom entero de cada cliente,Task,Medium,clientes,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{listClientsAction}} hace {{select(""*, satisfaction_author:…"")}} ({{app/clients/actions.ts:62}}). Viaja al navegador en cada carga de la plataforma. Techo de texto 20.000 por campo.

*Qué hay que hacer:* seleccionar columnas explícitas y sólo las claves de {{custom}} con {{show_in_table}}; {{custom}} completo, en la ficha.

*Dónde:* {{apps/web/app/clients/actions.ts}}.

Fuente: PENDIENTES.md [FICHA-CUSTOM-EN-LA-LISTA] · Doc del área: docs/areas/clientes.md",FICHA-CUSTOM-EN-LA-LISTA,Clientes,P2,deuda técnica
[CLIENTES-TECHO-1000] Lecturas del área sin paginar *(nuevo; instancia de la auditoría §3 Confiabilidad 2)*,Task,Medium,clientes,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* sin {{fetchAllRows}}: {{listClientsAction}} (y con ella la ficha, que da 404 si el cliente no vino en la lista), {{getClientsJourneyStatusAction}} (clientes y *todos* los eventos de la org), {{loadNextTaskByClient}}, {{lastCheckpointEventByClient}}, {{listWinsAction}}, dedupe del import. Hoy: 337 clientes, 30 eventos, 288 tareas: no rompe todavía; {{client_tasks}} es la más cercana.

*Qué hay que hacer:* {{fetchAllRows}} o agregación en SQL.

*Dónde:* {{apps/web/app/clients/*.ts}}.

Fuente: PENDIENTES.md [CLIENTES-TECHO-1000] · Doc del área: docs/areas/clientes.md",CLIENTES-TECHO-1000,Clientes,P2,deuda técnica
[CUSTOM-ERRORES-PRIMERO] Wins y checkpoints informan sólo el primer campo inválido,Bug,Medium,clientes,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{app/clients/checkpoint-event-actions.ts:159}} y {{app/clients/win-actions.ts:626}} usan {{Object.values(validation.errors)[0]}}. Ficha y sub-clientes ya juntan todos.

*Qué hay que hacer:* {{Object.values(validation.errors).join("" · "")}} en los dos.

*Dónde:* los dos archivos citados.

Fuente: PENDIENTES.md [CUSTOM-ERRORES-PRIMERO] · Doc del área: docs/areas/clientes.md",CUSTOM-ERRORES-PRIMERO,Clientes,P2,bug
[FACTURACION-MONEDAS] La facturación compara USD con ARS,Bug,Medium,clientes,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{summarizeRevenue}} ({{lib/clients/revenue.ts:81-97}}) calcula {{changePct}} y {{best}} sin mirar {{currency}}. 21 filas en producción.

*Qué hay que hacer:* mínimo, {{changePct = null}} y {{best}} por moneda cuando difieren; lo correcto requiere cotizaciones (no existen en el repo).

*Dónde:* {{apps/web/lib/clients/revenue.ts}}.

Fuente: PENDIENTES.md [FACTURACION-MONEDAS] · Doc del área: docs/areas/clientes.md",FACTURACION-MONEDAS,Clientes,P2,bug
[FASE-MANUAL-SIN-PLAZOS] + [C3-TRABADO-SIN-PRIMER-HITO] Sin hito anterior no hay «trabado»,Task,Medium,clientes,p2,decision-de-negocio,,,"*Tipo:* decisión de negocio

*Estado verificado:* {{deriveClientJourneyStatus}} (caso 3, {{lib/checkpoints/stalled.ts}}) devuelve sin vencimiento si el hito anterior no está registrado. {{manual_stage_set_at}} se escribe ({{stage-actions.ts:54}}) y nadie lo lee. Un cliente que nunca arrancó o con fase fijada a mano nunca figura trabado.

*Qué hay que hacer:* decidir el ancla (alta del cliente / {{manual_stage_set_at}}) y aplicarla en el caso 3, con tests.

*Dónde:* {{apps/web/lib/checkpoints/stalled.ts}}.

Fuente: PENDIENTES.md [FASE-MANUAL-SIN-PLAZOS] · Doc del área: docs/areas/clientes.md",FASE-MANUAL-SIN-PLAZOS,Clientes,P2,decisión de negocio
[C3-ORIGEN-PROPUESTA] Un hito aceptado desde una propuesta queda como manual *(nuevo)*,Bug,Medium,clientes,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{acceptCheckpointProposalAction}} llama {{recordCheckpointAction}}, que escribe {{source: ""manual""}} fijo ({{checkpoint-event-actions.ts:174}}). La columna {{source}} admite {{discord}}/{{fathom}} para esto, y la propuesta queda {{accepted}}, pero el evento pierde el origen (y {{recorded_by}} es quien aceptó).

*Qué hay que hacer:* que {{recordCheckpointAction}} acepte un {{source}} interno (no expuesto al cliente) y pasarlo desde la aceptación.

*Dónde:* {{apps/web/app/clients/checkpoint-event-actions.ts}}, {{checkpoint-derived-actions.ts}}.

Fuente: PENDIENTES.md [C3-ORIGEN-PROPUESTA] · Doc del área: docs/areas/clientes.md",C3-ORIGEN-PROPUESTA,Clientes,P2,bug
[PROPUESTAS-CALIDAD-SIN-VER] Medir aceptadas vs descartadas del matcher de hitos,Task,Medium,clientes,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* el cron {{/api/cron/daily-signals}} (07:20 UTC) corre y hay 9 filas en {{client_checkpoint_proposals}} → el matcher ya produjo propuestas. Nadie midió la tasa. {{MIN_MATCH_CONFIDENCE = 0.7}}.

*Qué hay que hacer:* contar {{status}} de las propuestas tras dos semanas; >50% rechazadas → subir el piso o ajustar el prompt.

*Dónde:* {{apps/web/lib/checkpoints/match-proposal.ts}}.

Fuente: PENDIENTES.md [PROPUESTAS-CALIDAD-SIN-VER] · Doc del área: docs/areas/clientes.md",PROPUESTAS-CALIDAD-SIN-VER,Clientes,P2,verificación manual
[1A1-EDITAR-DETALLE] El detalle de una tarea no se puede editar,Story,Medium,clientes,p2,feature,,,"*Tipo:* feature

*Estado verificado:* {{updateClientTaskAction}} existe ({{app/clients/task-actions.ts:118}}) y ningún componente la importa.

*Qué hay que hacer:* fila editable en {{client-tasks-section.tsx}}.

*Dónde:* {{apps/web/components/clients/client-tasks-section.tsx}}.

Fuente: PENDIENTES.md [1A1-EDITAR-DETALLE] · Doc del área: docs/areas/clientes.md",1A1-EDITAR-DETALLE,Clientes,P2,feature
[OBJETIVO-DOS-LUGARES] Dos «objetivos» con el mismo nombre,Task,Medium,clientes,p2,decision-de-negocio,,,"*Tipo:* decisión de negocio

*Estado verificado:* campo configurable «Objetivo general» ({{clients.custom}}) y {{goal_text}} + {{goal_metric_*}} (diálogo de baseline, usado por el dashboard de wins).

*Qué hay que hacer:* renombrar el de baseline a «Meta medible» o retirarlo (revisar {{deriveClientCase}} y la tarjeta de objetivo).

*Dónde:* {{apps/web/components/clients/wins/client-baseline-dialog.tsx}}, {{apps/web/lib/wins/derive-case.ts}}.

Fuente: PENDIENTES.md [OBJETIVO-DOS-LUGARES] · Doc del área: docs/areas/clientes.md",OBJETIVO-DOS-LUGARES,Clientes,P2,decisión de negocio
[TRACKERS-PERMISOS-VACIOS] Los wins viejos quedaron «sin preguntar»,Task,Medium,clientes,p2,decision-de-negocio,,,"*Tipo:* decisión de negocio

*Estado verificado:* default {{consent_status = 'not_asked'}}; hay 4 wins en producción y 3 usos registrados, así que al menos uno se usó en material sin permiso cargado.

*Qué hay que hacer:* cargar el permiso real de los wins ya usados.

*Dónde:* {{/clients/wins}}.

Fuente: PENDIENTES.md [TRACKERS-PERMISOS-VACIOS] · Doc del área: docs/areas/clientes.md",TRACKERS-PERMISOS-VACIOS,Clientes,P2,decisión de negocio
[ALTA-CLIENTES-PROBAR] Confirmar el alta con una cuenta de equipo,Task,Medium,clientes,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* {{clients-list.tsx:216}} muestra la barra con {{useModuleAccess(""clients"") === ""full""}}. Los botones hoy son: Nuevo cliente, Cargar clientes, Revisión semanal, Wins, Recorrido, Campos («Crear planes» se fue a Cobros).

*Qué hay que hacer:* entrar con un miembro con Clientes en «full», confirmar los botones y guardar un cliente de prueba; con «read», que no aparezcan.

*Dónde:* {{/clients}}.

Fuente: PENDIENTES.md [ALTA-CLIENTES-PROBAR] · Doc del área: docs/areas/clientes.md",ALTA-CLIENTES-PROBAR,Clientes,P2,verificación manual
"[AVISO-Y-SATISFACCION-SIN-PROBAR] , [C0-PROBAR-PANTALLA], [C1-PROBAR-PANTALLA], [C2-PROBAR-FICHA], [TRACKERS-PROBAR-CON-SESION], [CLIENTES-VER-CON-DATOS], [FICHA-VER-CON-DATOS] Pasadas por pantalla con sesión real",Task,Medium,clientes,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* hay uso real en producción (11 fases, 18 checkpoints, 30 eventos, 48 definiciones de campo, 4 wins, 21 meses de facturación) y la ficha se probó contra el preview con datos reales el 2026-09-21 (CHANGES). Nadie documentó la pasada de los pasos de seguridad (operator sin botones), el «n de m» contra la ficha, archivar opción en uso, ni el aviso por fecha.

*Qué hay que hacer:* los bloques C0–C3, Wins, Revisión y Ficha de {{docs/operacion/verificacion-manual.md}} § Clientes.

*Dónde:* {{/clients/*}}.

Fuente: PENDIENTES.md [AVISO-Y-SATISFACCION-SIN-PROBAR] · Doc del área: docs/areas/clientes.md",AVISO-Y-SATISFACCION-SIN-PROBAR,Clientes,P2,verificación manual
[A-PROBAR-CAPTURAS] Terminar la vuelta de las capturas de wins,Task,Medium,clientes,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* 1 fila en {{win_attachments}} → subir funcionó al menos una vez. No verificado: que borrar el win borre el archivo del bucket ({{deleteWinAction}} borra con admin antes de borrar la fila; si el {{remove}} falla, lo ignora).

*Qué hay que hacer:* borrar un win con captura y confirmar que el objeto desaparece de {{client-wins}}.

*Dónde:* {{apps/web/app/clients/win-actions.ts:351}}.

Fuente: PENDIENTES.md [A-PROBAR-CAPTURAS] · Doc del área: docs/areas/clientes.md",A-PROBAR-CAPTURAS,Clientes,P2,verificación manual
"[FATHOM-CRUCE-AGENDA-DESCONECTADO] El peldaño ""cruce con agenda"" del resolvedor nunca se activa",Bug,Medium,ventas,p2,bug,,,"*Tipo:* bug

*Estado verificado:* ítem nuevo. {{processSingleFathomCall}} llama {{classifyRecording({ hasCalendarCrossing, calendarLeadId: null })}} ({{lib/fathom/process-call.ts:188-193}}) y no pasa {{calendarClientId}}; el peldaño 4 de {{resolveCounterparty}} ({{resolve-counterparty.ts:210}}) exige uno de los dos. Además el peldaño 5 (nada resolvió) devuelve {{purpose: ""sales""}}, así que cualquier externo desconocido cuenta como venta aunque no haya cruzado turno — contradice la regla ""sólo es venta si cruza un turno"".

*Qué hay que hacer:* pasar el {{lead_id}}/cliente del turno cruzado ({{salesCall.appointmentId}} → {{closing_calls.lead_id}}) y decidir si el peldaño 5 debe dejar {{purpose}} en null.

*Dónde:* {{apps/web/lib/fathom/process-call.ts}}, {{apps/web/lib/fathom/resolve-counterparty.ts}}.

Fuente: PENDIENTES.md [FATHOM-CRUCE-AGENDA-DESCONECTADO] · Doc del área: docs/areas/ventas.md",FATHOM-CRUCE-AGENDA-DESCONECTADO,Ventas,P2,bug
[FATHOM-PRIVACIDAD-LEAD] Una grabación vinculada a un lead sigue siendo privada,Task,Medium,ventas,p2,decision-de-negocio,,,"*Tipo:* decisión de negocio

*Estado verificado:* ítem nuevo. La policy de {{fathom_calls}} ({{20260903100000_fathom_member_keys.sql:76-90}}) sólo abre la fila si {{client_id is not null}}; el comentario dice ""vinculada a un cliente *ni a un lead*"". Una venta grabada por un closer con su key y cruzada a un lead no la ve el founder.

*Qué hay que hacer:* decidir si {{counterparty_lead_id is not null}} o {{closing_call_id is not null}} también la hace de la org, y ajustar la policy.

*Dónde:* migración nueva sobre {{fathom_calls}}.

Fuente: PENDIENTES.md [FATHOM-PRIVACIDAD-LEAD] · Doc del área: docs/areas/ventas.md",FATHOM-PRIVACIDAD-LEAD,Ventas,P2,decisión de negocio
[METRICAS-SHOW-RATE] El show rate cuenta turnos cancelados en el denominador,Bug,Medium,ventas,p2,bug,,,"*Tipo:* bug

*Estado verificado:* ítem nuevo. {{showRate = asistencias / totalAgendas}} y {{totalAgendas = callRows.length}} ({{app/sales/metrics-actions.ts:95-140}}), incluye {{cancelled}}, que según {{call-status.ts}} son llamadas que nunca ocurrieron.

*Qué hay que hacer:* usar {{callOccurred}}/excluir {{cancelled}} del denominador (definir con el negocio).

*Dónde:* {{apps/web/app/sales/metrics-actions.ts}}.

Fuente: PENDIENTES.md [METRICAS-SHOW-RATE] · Doc del área: docs/areas/ventas.md",METRICAS-SHOW-RATE,Ventas,P2,bug
"[METRICAS-SNAPSHOT-FALLBACK] Con datos en cero, Métricas muestra el último Excel sin importar el rango",Bug,Medium,ventas,p2,bug,,,"*Tipo:* bug

*Estado verificado:* ítem nuevo. {{sales-metrics-redesign.tsx:74-110}} usa {{importedSnapshots[0]}} cuando todo el período da 0, sin cruzar el {{period_start}} con el rango elegido ni avisar de qué mes es.

*Qué hay que hacer:* elegir el snapshot del período o mostrar vacío con aviso explícito de la fuente.

*Dónde:* {{apps/web/components/sales/sales-metrics-redesign.tsx}}.

Fuente: PENDIENTES.md [METRICAS-SNAPSHOT-FALLBACK] · Doc del área: docs/areas/ventas.md",METRICAS-SNAPSHOT-FALLBACK,Ventas,P2,bug
[LEGACY-INBOX-BORRAR] Inbox legacy (ManyChat / Unipile / Instagram DMs) todavía vivo,Task,Medium,ventas,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* auditoría §3 ""Salud del código"" 1. {{conversations}} 0 filas, {{instagram_*}} 0, {{manychat_events}} 0. Sin embargo: ManyChat sigue {{listed: true}} ({{lib/integrations/registry.ts:173}}), crons {{instagram/poll}} ({{*/5}}) e {{instagram/sync}} en {{vercel.json}}, {{PlatformDataProvider}} carga {{listConversationsAction}} + canal Realtime en cada pantalla, {{listClosingCallsAction}} corre {{repairClosingConversationLinks}} (escribe) en cada lectura. ~7.600 líneas (detalle en {{docs/areas/ventas.md}} § Legacy). Incluye la race del array {{conversations.messages}} (auditoría §3 Confiabilidad 7) y ""Instagram legacy queda afuera ante un error"" (9).

*Qué hay que hacer:* decidir el borrado; orden: provider/métricas → deslistar ManyChat → crons → código → migración que suelte {{closing_calls.conversation_id}} y las tablas.

*Dónde:* ver doc de área.

Fuente: PENDIENTES.md [LEGACY-INBOX-BORRAR] · Doc del área: docs/areas/ventas.md",LEGACY-INBOX-BORRAR,Ventas,P2,deuda técnica
[LLAMADAS-FASE-2-PULIR] Calificación previa sin UI,Story,Medium,ventas,p2,feature,,,"*Tipo:* feature

*Estado verificado:* {{setLeadQualificationAction}} acepta {{moment: ""pre""}} ({{app/sales/lead-actions.ts:532-551}}) pero ningún componente la llama con {{pre}}; el drawer sólo la muestra. El resto del ítem (responsable) está resuelto.

*Qué hay que hacer:* exponer la calificación previa en el drawer del turno.

*Dónde:* {{apps/web/components/closing/lead-detail-drawer.tsx}}.

Fuente: PENDIENTES.md [LLAMADAS-FASE-2-PULIR] · Doc del área: docs/areas/ventas.md",LLAMADAS-FASE-2-PULIR,Ventas,P2,feature
